SHIPMT_ID,ORIG_STATE,SCTG,SHIPMT_VALUE,SHIPMT_WGHT,EXPORT_CNTRY,WGT_FACTOR
966775,27,6,53003,12565,O,14.9
966776,6,29,3840,49873,O,3596.5
966788,13,38,17662,11,O,59.2
966818,23,35,108877,37,O,29.3
966834,12,24,625,186,C,775.7
966837,21,34,3683,466,C,19.4
966863,24,37,62943,3,O,60.7
966894,39,32,10570,150,O,253.5
966929,8,34,11257,88,O,1192.9
966935,32,14,47999,73808,O,53.7
966951,12,36,10902,2828,M,187.7
966956,5,27,10029,40846,M,518.7
966959,6,23,17464,4061,O,118.8
966971,8,40,297,4,C,6099.3
966977,12,43,1852,3489,O,14158.2
966983,23,35,3528,8,O,151.5
966987,47,30,96325,10991,O,13.9
966994,13,25-30,46153,22061,O,12.1
967046,26,34,2198,16,O,747.5
967078,48,33,34,1,O,333.4
967082,36,38,6852,45,O,35.8
967091,9,34,8787,54,O,651.9
967094,19,33,37,1,C,8895.6
967118,47,40,10686,54,O,63.6
967129,48,30,37644,21932,O,217.1
967140,37,27,83230,107240,O,133.1
967153,39,35,3692,7,O,21.6
967182,10,24,39,1,O,921.5
967222,25,31,14950,19,O,30.4
967234,1,24,680,468,C,323.7
967281,51,24,723,15,O,147.4
967302,5,33,377,3,O,822.7
967303,34,30,55384,41309,O,28.8
967309,13,31-34,1696,309,O,355.2
967328,1,33,85340,131850,C,25.6
967351,36,32,813,22,O,66.8
967397,55,40,48,4,C,7883.6
967413,45,27,23121,47475,O,39.1
967431,48,38,45586,695,O,59.9
967451,39,43,5,108,C,112.6
967461,25,38,415,11,O,1022.5
967472,21,26,14869,15133,C,50.4
967479,18,7,5292,2908,C,434.8
967646,51,30,27127,13200,O,288.6
967648,12,43,6183,429,O,241.5
967660,6,38,234,2,O,288
967682,37,20,349893,16240,O,26.7
967684,53,34,34431,20,O,116.7
967692,25,35,10005,310,C,618.4
967711,32,31,274,47385,O,421.8
967717,12,35,6079,102,O,229.5
967736,21,23,40603,43679,C,101.7
967762,6,35,3222,5,O,1444
967784,37,32,124615,36631,O,33.8
967832,6,35,894,2,O,332
967839,33,38,14592,28,O,17.8
967864,36,29,35,2,C,4976.4
967913,30,31,12202,243385,C,57.5
968049,36,35,1015,18,C,401.4
968055,47,36,17586,2841,C,273.8
968057,6,35,998,4,O,1340.5
968090,6,35,282462,1655,C,252.1
968102,42,7,10758,7108,C,166
968132,12,38,2087,431,C,784.2
968133,47,38,107710,29086,O,16.6
968180,12,4,57805,36046,O,126.2
968232,34,20,2582,228,O,4777.7
968242,33,24,2970,1,O,46.3
968247,36,30,4814,7,O,336.6
968248,12,40,11863,39,O,88.6
968254,48,20,46851,45932,O,144.7
968271,12,35,8018,775,O,99.9
968431,48,35,695,15,O,32218.7
968454,39,20,222,1,O,712.3
968462,6,37,5049,7,O,37.2
968467,41,32,3763,64077,C,39.3
968483,48,24,7010,35613,O,255.3
968504,25,30,115,13,O,2020
968532,48,24,91450,156597,O,44.7
968536,48,39,2550,10,O,568.6
968543,40,34,801,34,C,727.6
968585,55,35,774,19,O,1581.7
968594,9,34,982,4,O,75.9
968614,12,9,2638,157,O,37.6
968641,27,38,11798,14,O,85.1
968644,42,34,17308,371,O,152
968692,53,26,14052,41303,O,48.2
968708,47,23,26771,30976,O,64.7
968737,39,34,2882,2035,O,541.2
968793,53,38,54,5,O,2178
968827,26,36,4423,2288,C,487.6
968876,6,36,743,36,C,1398.1
968888,13,27,180516,594900,O,26.6
968936,17,34,9190,1135,O,286.8
968942,47,37,48462,9,O,66.9
968967,33,34,346,14,O,181.4
968972,29,14,15948,50356,O,66.5
968984,45,36,11361405,1069044,O,4.7
968988,9,39-99,82168,9496,O,53.7
969038,48,43,37442,7991,M,150.2
969039,42,30,1300,66,C,50.7
969063,26,40,51076,14,O,26.4
969082,6,40,969,65,O,110.9
969169,44,30,724,241,O,438.9
969170,29,40,572,10,C,2160.1
969186,6,37,4158,7,O,1032.2
969197,5,28,39007,38595,C,64.3
969223,36,34,17503,62,O,74.6
969249,54,5,7478,42733,O,206.6
969267,32,40,14319,129,O,29.1
969290,37,40,3692,1,C,417.1
969295,48,3,38770,40616,O,25.5
969329,41,24,1210,443,C,3806
969337,23,30,264,33,O,56.6
969372,34,32,16855,843,O,2062
969388,50,7,49748,36466,C,55.5
969396,36,34,191672,32152,O,56.2
969403,6,41,65625,81338,O,4.9
969405,55,24,8123,408,O,203.4
969430,53,20-24,10274,4995,O,27.1
969449,8,34,537,7,O,119.8
969532,48,38,988,3,C,71.6
969559,33,37,1671,8,C,130.9
969586,18,24,1708,81,O,88
969599,21,24,8528,11661,M,108.9
969600,19,4,147116,45108,C,34.8
969613,26,33,5447,2189,M,194.7
969656,36,28,7852,3722,C,87.5
969670,34,33,5035,1276,M,65.2
969672,18,38,4091,8,C,38.6
969691,37,29,20,1,O,1569.8
969693,32,7,27605,44411,O,17.1
969707,51,23,77,6,O,7678.8
969720,37,24,234472,8443,O,43.1
969727,48,29,48555,3940,M,23.2
969763,21,8,83079,48832,O,51.7
969772,36,21,19539,24123,O,309.6
969784,13,35,531,66,M,139.9
969788,27,34,1165,12,O,36.8
969863,15,21,495,37,O,890.7
969887,13,21,4308,1,O,68.8
969947,6,41,4062,45639,O,18.1
970016,27,36,1242,11,M,103.3
970040,50,38,932,1,O,756.2
970044,39,4,6256,1975,C,92.2
970117,6,37,7231,12,O,358.9
970121,42,35,87,57,C,166.9
970141,22,30,8968,372,M,13.4
970161,6,43,25,178,O,203.9
970216,26,32,2938,198,O,109.7
970234,27,38,229,2,O,6.1
970250,39,26,1397,644,C,27.9
970267,39,35-38,290762,237,O,209
970309,55,24,20247,12147,C,247.8
970323,44,31,47500,19905,M,29.7
970352,29,24,17765,14179,C,28.7
970359,53,36,1000,517,M,1372.2
970365,36,34,856,280,O,137.6
970432,18,24,196,58,O,384.8
970460,8,24,2659,166,C,767.3
970465,36,41,12241,72733,C,82.4
970472,42,7,8537,5059,C,202.5
970496,45,30,10662,5912,C,85.5
970537,49,35,1274,9,O,479.1
970560,51,40,25439,1084,O,69.5
970572,26,32,644,225,O,153.1
970581,25,28,17971,21882,C,207.2
970626,21,34,10446,4017,C,109.9
970690,48,24,780,194,O,156
970697,39,31,6104,36991,M,308.7
970709,47,22,50516,47362,C,33.2
970729,53,30,923,189,O,779.4
970740,49,7,1344,29,O,36.9
970762,6,41,3645,48611,O,387.1
970765,25,35,74,1,O,1929.7
970834,36,7,3323,5270,C,93.5
970881,27,35,1017887,67,O,4
970885,37,39,7234,65,O,1588.8
970891,12,37,849,11,O,709.9
970892,48,35,535,14,C,1635.1
970904,42,7,19707,62083,O,22.9
970909,25,29,2071,27,O,704.9
970924,47,36,14520,4514,O,82.8
970950,42,24,198,380,C,90.7
970974,20,5-Jan,1874,30,M,25.6
971119,53,40,78,7,C,1154.6
971152,51,35,440914,386,O,34.7
971160,51,26,23432,85207,O,24.9
971173,42,32,6461,6457,C,95.6
971188,36,35,1013,2,C,90.1
971198,42,35,172,1,C,225.7
971202,45,24,51322,27364,O,16.1
971224,33,34,3235,16,O,73
971243,6,32,12800,43413,O,76.8
971288,54,37,1731,414,C,39.8
971293,53,26,3360,7945,O,94.6
971374,21,20-24,4268,1280,O,73
971385,37,37,3412,78,O,236
971394,21,38,3794,351,O,14.2
971422,39,24,20579,25503,M,192.5
971483,36,24,66,46,O,284
971511,34,35,71572,3245,O,7096.3
971607,48,35,11610,462,O,407.9
971609,42,38,7468,243,M,88.7
971610,24,37,138,2,O,60.8
971717,17,33,3057,13,O,990.8
971747,13,5-Jan,51999,21322,O,21.9
971754,1,37,659623,6628,O,9
971832,1,24,52096,36948,O,219.1
971874,37,21,10526,6,O,353.2
971885,48,35,218721,2143,O,479.7
971907,42,23,1367,66,O,246.9
971982,12,39-99,5026,15,O,388.5
972015,36,13,2909,48109,C,153.8
972028,25,35,4939,8,O,213.1
972031,13,23,44841,45767,O,20.4
972035,34,33,18463,4392,C,121.8
972036,37,30,4580,3664,O,82.3
972040,51,38,20407,39,O,54.4
972052,12,40,16597,18,O,105.5
972054,20,7,48003,36925,C,12.5
972082,47,22,52964,55222,O,33.3
972150,42,20,138,4748,O,57.5
972167,18,30,2987,345,O,15.5
972203,41,31,23190,19488,O,31.2
972220,55,40,199,1,M,40.2
972221,18,23,2872,209,M,125.7
972247,36,20,377,69,C,131.8
972259,48,33,7304,4887,M,573
972270,37,24,3490,43075,O,56.3
972278,34,35,3102,55,O,135.7
972309,27,38,606,2,O,24.6
972326,49,37,11231,16,O,150.7
972369,6,20,6404,138,O,70.8
972393,42,32,2340,444,M,253.8
972412,48,30,43,15,M,18.6
972449,48,33,201,17,O,40.9
972455,50,35,95,108,C,958.4
972462,39,40,3503,572,C,1430.1
972538,25,20,85288,18996,O,22.5
972573,26,36,6498,20678,C,1802.3
972582,39,34,929,711,M,63.9
972604,6,35,18813,9,O,218
972639,24,35,21710,13,O,41.5
972675,37,34,680,2,O,221
972685,34,39,647,563,C,736.1
972687,6,8,55363,32715,O,97.2
972691,36,24,161,44,C,402.1
972717,47,23,73358,24490,O,62.4
972735,12,40,364,11,C,7741.7
972765,50,28,1201,28,C,66.6
972799,37,37,11922,18,O,243.5
972860,17,20,49105,45108,M,89.6
972863,53,40,277,7,C,326.3
972871,53,27,1,2,C,1636.2
972877,17,34,607,20,O,427.9
972893,47,40,21505,269,O,63.5
972901,6,38,10324,12,O,521.8
972938,48,34,1885,106,M,63.6
972964,6,43,2925,5435,O,385.2
972971,47,38,6461,5,O,76.3
972982,25,20,1763,83,C,181.8
972991,48,30,14211,86,O,43.3
973055,36,36,1616,1473,O,324.5
973076,5,20,65656,20352,O,85.6
973091,21,34,934,10,C,2713.4
973096,41,35,1549,13,O,21.1
973100,37,32,829,92,O,34.4
973106,39,24,18288,12975,C,165.9
973113,6,35,384,3,O,65.8
973163,8,40,14418,1536,C,25.2
973172,48,38,1846,18,O,4565.3
973203,40,33,2435,3,O,116.2
973208,21,32,45316,40327,M,826.7
973215,12,27,36987,120804,O,177.8
973266,12,27,13292,50610,O,241
973267,26,36,3255,546,C,567.4
973274,47,33,38276,6462,C,57.3
973361,12,30,1169,55,O,26.5
973377,42,35,1098,1,O,255.3
973385,6,43,347,6,O,31.1
973464,26,40,15158,348,O,17.9
973493,25,40,619,8,O,49.5
973509,48,27,1474,2474,M,760.9
973551,48,43,71,32,M,5557.8
973588,42,6,35921,35921,C,186.2
973598,29,20,47231,382,O,34.1
973615,13,5,480900,48533,O,22
973625,36,34,4678,10,O,437.7
973642,6,32,11742,1846,C,267.8
973678,4,36,306185,41498,M,11.6
973679,17,20,22978,45107,O,88.6
973682,41,35,10360,26,O,210.1
973693,37,27,466,392,O,176.3
973698,12,33,352,24,O,85.1
973745,48,41,16153,47468,O,159.2
973746,6,34,252,10,M,73.8
973811,20,34,35608,1080,O,466
973820,51,37,574,2,O,97.9
973852,26,24,16617,1620,O,138
973862,12,24,128,1,O,204.5
973866,8,7,16024,16955,M,136.8
973868,45,38,121,1,C,177.3
973870,37,20,808,474,C,559.6
973931,26,26,13789,40619,O,38.2
973959,40,34,140722,26738,C,57.6
974031,50,26,5221,32763,C,36.2
974033,13,23,32642,16577,O,66.3
974063,53,37,317,18,O,116.3
974076,34,23,95,11,C,229.5
974083,34,33,6781,1654,M,1301.3
974087,12,40,12664,86,O,574.5
974207,34,7,79032,34286,O,48.1
974217,12,40,1972,346,O,190.8
974226,51,40,1017,380,O,70.7
974236,6,37,2757,9,O,5905.9
974239,36,38,871,2,O,766.5
974311,50,24,53,1,O,197.7
974340,31,32,203,32,C,319.7
974367,9,31,601,5,O,45.7
974376,29,24,603,17,M,115.5
974405,47,20,40909,49288,O,149.1
974454,6,41,4250,44624,O,29.5
974467,6,38,4047,18,O,111.9
974475,17,35,3779,81,C,759.1
974480,37,29,20,1,O,1568.7
974552,18,29,177,27,O,209.2
974555,48,29,27418,6260,M,23.1
974567,55,35,295,17,C,200.1
974581,33,37,785,5,C,129.9
974590,19,34,17983,1732,O,19.2
974598,25,7,20491,46627,O,41.4
974607,12,30,3366,1109,O,404.4
974628,6,32,19202,407,M,306
974732,32,24,51318,35892,C,96.7
974814,9,35,6496,48,O,258.4
974897,6,34,626,7,O,1712.2
974905,39,36,25313,18352,C,399.2
974912,55,33,942,37,M,1261.6
974917,17,41,17165,44893,O,50
974941,26,34,538420,86147,O,17.1
974970,16,35,3858,19,O,74.1
975016,48,3,248750,331968,O,4.9
975025,21,24,108672,34782,O,70.8
975061,25,34,646,294,O,54.2
975075,18,36,42045,7538,C,3745.2
975110,13,35,72940,46,O,87.7
975129,13,24,453,43,O,162.7
975195,25,21,23463,238,O,171
975259,25,35,12500,64,O,82.7
975284,53,26,17277,72007,O,150.2
975373,53,41,3700,58731,O,42.5
975419,36,33,19825,787,O,118.2
975521,39,20,2985,2261,C,64.7
975547,4,35,57446,15,O,17.7
975557,27,38,1662,3,O,611.4
975558,50,38,8887,54,O,119.9
975588,26,20,12156,1759,O,334.4
975599,34,30,12466,27695,O,421.7
975628,45,24,70145,38777,M,57.7
975671,6,35,2123,20,O,61.2
975699,26,33,64,30,C,193.3
975711,26,29,89,24,M,39.1
975720,17,34,141,24,C,125.4
975722,6,33,871,135,O,570.9
975829,37,24,731,71,C,170.7
975839,34,23,414,12,O,284.4
975846,12,37,10067,27,O,45
975864,55,32,51012,36462,C,281.7
975878,37,23,27332,6924,M,34.4
975909,34,24,715,44,O,653.1
975962,13,35,27648,948,O,206.5
975989,6,40,235,8,O,4423.6
976119,54,38,66012,1256,O,29.7
976153,13,24,17021,8141,O,63.3
976155,42,40,1846,1,M,5172.6
976156,28,27,16652,55973,O,78.9
976186,34,30,95087,81198,O,59
976210,6,38,718,57,O,178.5
976219,55,27,41326,20143,O,14
976221,40,38,1402,1,O,17.5
976257,48,23,90067,44239,O,126.8
976283,47,34,127291,19612,O,35.9
976305,36,34,1335,3,O,270.4
976330,26,35,965,9,C,228.1
976368,48,39,1952,396,O,54.3
976395,49,38,14281,14,O,52
976403,26,32,3496,8796,C,687.2
976416,48,34,1171,18,C,42.7
976430,45,23,3984,892,O,110.6
976444,26,34,76855,39689,O,242
976474,26,30,71999,15335,M,27.5
976555,53,26,11804,72931,O,151.9
976564,9,23,2711,485,O,23.6
976565,6,35,5887,1,O,5325.6
976578,6,40,103635,1,O,19
976601,25,35,32205,29,O,93.2
976617,47,34,2067,747,M,72.6
976648,12,34,9056,22,O,2070.6
976673,42,38,185751,4256,O,409.1
976685,1,15-19,2704755,27321058,O,8.1
976692,53,11,2209,55391,C,86.2
976700,26,36,34010,2688,C,288.3
976708,26,35,83277,269,C,74.9
976739,6,3,86780,40620,O,188.4
976750,26,36,879,62,C,11397.1
976752,13,20,6574,458,O,23.4
976761,8,21,555333,2216,O,24.4
976792,48,35,74791,96,O,59.5
976812,34,29,17,3,O,1342.4
976822,49,34,67,12,C,2214.9
976826,31,38,20651,8373,O,14.3
976885,26,38,2752,25,O,189.4
976892,37,24,500,39,C,4419
976922,13,38,2714,76,C,119.4
976925,47,35,671,3,O,2286
976937,9,35,18123,20,O,36.5
976951,12,40,438,83,O,194
976955,6,3,39505,33235,O,327.8
976973,17,24,1299,409,C,222.4
976987,39,32,23301,50093,C,157.5
977038,20,38,8906,1017,C,68.9
977119,39,32,17541,831,C,241.1
977130,55,34,310,10,C,1556.5
977135,6,7,17503,46673,O,128.2
977141,4,23,1212,413,M,560.2
977170,45,41,36504,48672,O,260.2
977256,26,20,47711,38248,O,25.5
977260,55,24,28559,1541,O,2421.8
977328,8,35,12001,5,O,38.7
977332,29,43,38,6,C,1722.5
977404,41,31,132,40,C,102.4
977415,18,23,251,1,C,10350.4
977420,8,35,1315,4,M,335.4
977426,12,43,292,6,C,1671.8
977428,48,41,3595,37740,M,30.8
977465,13,38,1032,3,O,270.4
977488,10,21,1200,26,O,280.7
977532,46,17,59908,177061,O,118.3
977533,6,37,10926,14,O,2037.2
977539,4,34,754,5,O,11.7
977552,12,20,8031,27997,O,121
977575,13,35,558,4,O,13.7
977581,47,32,36855,40713,O,22.7
977646,25,37,1939,24,O,34.6
977667,27,40,3188,379,O,1952.9
977675,53,29,26,2,C,68.1
977683,6,33,271,6,M,2686.6
977689,9,38,6462,6,O,46.6
977696,36,28,132,25,C,3245.4
977707,41,35,92,3,C,12446.5
977754,55,34,399,15,C,1588.4
977767,39,23,49919,7324,O,40.8
977775,48,34,323,3,C,367.8
977804,12,19,14874,49335,O,85.1
977815,39,4,15876,102762,O,24.2
977816,33,24,210,13,O,190.8
977820,17,20-24,248742,38457,O,19.1
977859,34,35,4420,82,O,20.6
977883,48,29,1499,35284,M,30.8
977967,29,7,769,238,O,44.3
977991,36,34,817,1,O,1157.7
978009,26,32,49183,75923,C,50.5
978042,12,37,836,1,O,431.4
978049,12,31,3892,31012,O,45.4
978058,54,20,29674,40706,O,242.4
978139,34,23,3642,194,O,135.5
978156,26,34,727,111,M,93.9
978183,42,5,2700,1357,C,514.5
978206,47,34,164,17,O,40.1
978247,55,35,7184,167,O,311.2
978262,6,32,166,2,O,2531.2
978275,6,33,7039,38802,O,90.6
978276,44,32,593,129,O,81.6
978303,26,36,923,1256,C,115.5
978337,20,36,19950,1372,M,36.7
978342,5,27,2739,6439,C,224.1
978383,28,20,69794,48847,O,188.6
978388,41,23,15317,5156,C,46.1
978389,19,35,651,36,C,110.9
978397,41,24,7106,299,O,72.8
978418,8,40,4511,151,O,418.7
978445,13,24,2383,59,M,2048.5
978463,6,35,422,52,C,686.7
978465,45,20,2363,3,O,21.2
978502,26,33,1075,14,O,1304.1
978509,22,23,31442,41783,O,278.4
978534,48,40,436,2,O,255.9
978537,40,35,1650,1,C,578
978595,12,20-24,425,22,O,37807.8
978601,42,34,162596,87490,O,116.5
978612,4,35,5648,19,O,73
978620,37,34,48456,17509,C,87.7
978654,48,24,44773,35904,O,209.9
978659,4,14,35503,43464,O,469.2
978683,55,38,5753,48,O,39.6
978697,48,30,14,1,C,139.7
978709,47,36,327061,50517,C,206.1
978752,55,24,107680,43072,C,19.4
978756,26,36,39,1,C,782.5
978760,39,30,635,16,O,1323
978841,6,3,54838,41544,O,63.4
978868,12,39,2299,1305,O,344
978877,47,38,550,2,O,92.7
978908,20,35,22654,9798,O,70.9
978912,12,36,209452,39541,M,42.4
978937,4,37,63667,31,O,174.4
978955,17,35,1,1,O,5993.1
978979,8,33,412,18,O,415.3
979012,21,31,225189,35358,O,18.7
979018,39,24,27953,9694,C,59.9
979042,42,39,202,128,C,8316
979071,6,38,2853,33,O,1683.7
979074,18,29,24,1,O,563.8
979080,6,7,10405,37307,M,27.7
979152,36,38,978,6,C,1601.4
979193,35,38,4557,17,O,511.9
979233,22,40,498,2,O,768
979259,34,33,2566,1572,C,1081.8
979283,10,38,1504,1,C,606.8
979284,42,34,8977,205,O,421.2
979326,36,40,255,1,M,90
979372,12,43,15575,951,O,32.2
979374,42,40,3731,44,O,143.9
979379,36,43,54,5,O,363
979407,53,34,4893,34,O,41.8
979421,18,40,11758,29395,C,33.4
979443,6,29,196,10,C,2596.4
979445,39,28,2396,607,C,62.1
979457,26,38,948,26,O,25.5
979473,12,35,4942,6,O,207.6
979500,18,20,2425,1344,C,15.9
979520,6,40,2611,405,C,340.3
979568,9,40,1292,65,C,14.8
979581,6,37,364,18,O,264.6
979598,50,7,20772,36636,O,20.7
979599,21,36,1736,329,C,668
979612,51,34,97018,45731,O,37
979621,41,40,130,1,O,1473.2
979677,42,33,166,55,O,258.9
979686,31,26,3,1,O,4447.2
979700,48,2,104077,442881,O,14.5
979703,42,40,827,6,M,69.8
979757,6,40,72,2,O,2391.9
979767,17,24,11589,8289,C,793.3
979803,49,24,507,279,C,60
979809,21,36,179392,10236,C,563.6
979820,6,38,2158,42,O,701.1
979836,48,40,108,2,O,1139.8
979844,35,33,31727,39163,M,66.9
979852,22,23,33415,38661,O,205.4
979881,41,35,51686,230,O,60.6
979883,17,24,47361,40915,C,126.2
979894,6,34,7732,129,O,113.3
979916,48,33,48477,3597,O,163.7
979958,37,35,4274,38,O,447.9
979976,9,38,8575,711,M,415.3
979988,12,24,48931,14772,C,67.9
980011,48,24,7719,2239,M,77.5
980021,48,41,12639,40904,O,204.5
980027,48,34,1417,1,O,1273.1
980044,12,35,26773,200,O,152.9
980046,44,24,254,1,O,43
980074,25,34,436,75,O,396.7
980099,12,38,17229,110,O,117.8
980133,35,31-34,93153,40841,O,14.2
980142,48,29,1477,249,M,93.7
980143,13,11,42934,40714,O,110.2
980174,1,24,66760,44579,O,6.6
980182,12,35,28650,343,O,476.7
980193,26,35,1123,18,O,73.4
980213,22,19,1707961,17005987,O,87.7
980370,36,35,81243,727,O,107.5
980395,33,34,215,5,M,103
980424,12,35,261,3,O,864.7
980539,48,33,124049,61333,M,17.6
980542,42,35,163,10,M,1372.1
980577,17,38,14989,179,O,264.6
980621,55,34,276968,37114,O,168.4
980656,39,36,1780,915,C,59.1
980693,34,41,122326,50182,O,134.8
980706,55,38,716,43,C,455.5
980815,26,34,22,1,O,161.4
980830,41,32,1507,1,O,173.4
980838,53,7,11287,58197,O,125.7
980846,25,4,90735,102599,O,24.8
980875,12,31,8123,50768,O,44.6
980902,6,38,923,46,O,227.2
980912,18,23,2606,2961,C,6.4
980967,37,40,2677,11,C,143.5
980969,6,35,318,1,O,1443.5
980974,45,38,369,2,O,184.6
981035,45,32,56268,48928,M,35.9
981038,50,26,185,268,C,140.9
981044,41,30,403,5,C,125.7
981060,36,36,21469,45644,C,40.8
981084,47,35,3705,104,O,51.8
981101,36,30,362,13,O,2857
981124,6,40,75634,12860,O,68.3
981137,47,36,291230,50515,M,206.4
981195,48,29,2311,773,M,92.2
981199,1,27,16042,58553,O,193.9
981206,6,3,91648,48454,O,44.2
981249,39,41,37315,41671,C,26.3
981294,39,11,1646,38296,C,35.4
981299,26,39-99,1309,17228,C,243
981301,6,28,3188,44278,O,454.5
981316,34,24,51830,22881,O,20.4
981335,31,35,169,50,O,44.5
981360,26,9-Jun,36929,22158,O,193.5
981380,27,40,1808,6,C,864.1
981461,37,34,32364,1249,M,98.3
981495,1,20,29451,30928,O,9.1
981504,13,20,42000,42640,O,20.4
981521,26,34,89052,25887,C,247.8
981545,37,35,545,3,O,16435.4
981548,21,40,2799,422,C,121
981559,6,35,1098,18,O,1507.1
981569,18,29,9769,17763,C,249.5
981604,48,35,26854,30,O,21
981606,9,32,64211,25684,O,11.6
981670,39,34,5551,1077,C,28
981680,8,29,8,1,O,3513.8
981746,45,20,26337,52606,O,167.7
981750,13,38,9,1,O,142.5
981752,6,33,6549,5,O,349.1
981753,31,32,2571,23,O,19.4
981764,17,24,1469,232,C,237.4
981777,12,34,519,18,O,154.2
981788,39,27,1615,4,O,819.5
981789,45,20,431,1,O,1415.5
981837,6,32,75373,49773,O,33.8
981839,6,43,12878,13203,O,751.4
981845,26,35,9275,5,O,108.9
981846,48,38,932,14,C,1640.5
981848,17,35,706,5,C,87.5
981850,1,20,1101733,53976,O,23.9
981888,26,32,10049,694,O,110.3
981896,42,30,34018,21806,O,105.4
981911,37,30,1520,1096,O,38.3
981947,39,23,830,506,C,1205.5
981993,36,41,3666,21148,O,68.7
982005,6,35,2180,177,C,1099.2
982031,12,36,24,5,O,2853.2
982032,23,26,9901,61987,C,31.6
982034,6,37,1022,4,O,781.7
982092,33,34,5395,12,O,73.3
982094,37,37,1244,26,O,222.9
982136,48,29,1189,434,M,94
982139,39,31,375,37,C,1539
982151,12,26,14224,47547,O,46.4
982154,48,43,35937,20871,M,156.9
982160,6,3,81015,41546,O,913.6
982283,12,38,1408,3,O,207.5
982287,45,36,95283,6627,M,143.7
982310,53,35,3133,2,C,91.9
982366,37,30,9724,5184,O,74.8
982401,26,34,2390,139,M,326.3
982460,48,40,785,11,O,857.7
982461,39,29,2396,2563,C,61.7
982488,39,35,22,1,O,18727.8
982500,29,41,3547,48260,O,72.1
982522,20,29,11,1,O,793
982535,6,34,1549,4,O,1378.8
982540,53,35,111,9,C,459.4
982543,36,31,44965,9579,O,26.3
982580,6,34,1304,2,O,401.6
982594,49,39,50,32,C,622.9
982626,42,24,106306,28121,O,579.3
982653,27,35,87315,1550,O,387.9
982733,42,36,67848,34596,C,84.3
982753,27,30,166,4,C,974.5
982815,34,24,17812,60423,O,976.6
982851,31,40,9413,26789,C,21.3
982862,9,40,674,39,C,201.9
982873,25,35,4134,2,O,173.5
982886,27,34,34,4,O,47.6
982929,13,37,345,4,O,709.7
982934,12,35,822,2,O,1230.2
982942,36,40,54791,11,C,509.9
982961,12,35,4593,174,O,214.9
983013,55,35,11448,14,O,13.8
983040,48,41,106928,47265,O,16.3
983042,26,35,4816,1184,C,1839.2
983049,54,34,76553,21106,C,116
983072,12,20,58931,208,O,118.3
983107,37,39,12635,923,O,392.3
983118,27,35,14763,4,O,123.9
983148,26,34,3878,25,C,155.9
983176,12,35,8840,153,O,99.1
983293,21,40,1027,41,C,425.5
983297,12,20,46668,53032,O,73.5
983364,6,34,597939,3273,O,29.8
983374,53,31,4844,66181,C,184.9
983409,29,34,162,8,C,7.9
983412,51,40,630,4,C,71
983416,47,36,2080,3228,M,2164.1
983496,15,3,3988,1883,O,996
983505,6,41,3626,46795,O,1439.4
983600,25,30,106,37,C,257.7
983609,17,32,252,12,O,300.8
983699,42,43,9360,7872,C,63.4
983703,21,24,34,28,O,19.5
983724,39,33,21851,12405,C,2447.7
983785,49,29,626,2,O,28.3
983856,6,41,16704,56055,O,55.5
983864,46,35,606,3,C,139.3
983871,37,32,1227,23,C,273.4
983874,4,38,1434,12,O,562.2
983880,6,35,4159,48,C,77.8
983893,20,34,11841,435,O,467.7
983925,48,30,56053,21357,O,217.2
983931,53,36,289,895,M,1364.6
983942,24,23,537,2,C,2236.8
983975,37,33,1226,9,C,248.8
983993,26,26,21928,40624,O,38.2
984035,37,34,4992,205,O,98.7
984040,26,36,6864,4999,O,1827.3
984050,17,35,40,1,C,2142.1
984116,39,40,20493,9108,C,208.4
984144,48,32,9453,27759,M,19.6
984162,6,41,30180,42120,O,1441.7
984181,17,31,391,20,O,438.1
984184,34,34,3842,4,O,72.6
984186,36,28,5420,6057,C,86.8
984209,26,24,37,1,C,8413.4
984224,41,27,4308,4349,C,34.6
984251,6,30,32344,273,O,93.7
984255,42,38,61502,13485,O,233.2
984268,45,23,117365,28352,M,68.2
984270,48,35,142465,12,O,1516.3
984276,48,24,66385,173483,C,96.1
984278,34,30,4039,533,C,4107.5
984284,26,34,1357,120,C,368
984353,36,27,1641,37503,C,573.4
984369,1,24,38778,31785,O,564.7
984391,29,20,5489,4102,O,39.3
984393,26,35,646,3,C,1178.1
984433,51,24,51000,29822,C,248
984434,6,21,3528,7,O,3254
984456,46,24,734,9,O,68.9
984503,34,32,8304,344,O,2061.5
984512,47,3,104540,118125,O,13762.1
984524,48,40,12482,1,O,3110.7
984527,44,30,1633,323,O,23.3
984529,18,30,2052,1999,M,105.5
984536,36,32,6296,1692,C,160.7
984537,6,38,6,1,O,576.8
984542,25,24,430021,29544,O,21.9
984629,37,40,833,17,C,282.8
984663,54,24,23257,43069,M,44.2
984675,55,36,61141,3876,O,15.3
984696,33,35,554,17,O,324.1
984720,12,36,692,11,O,289.7
984759,36,37,4469,4,O,161.6
984764,36,37,115,2,C,240.6
984775,30,40,274,1,C,80
984780,34,35,6748,8,O,1462.6
984788,17,36,10236,102,C,848.3
984799,26,30,17235,3394,C,39.7
984827,17,34,55,14,O,126.5
984834,26,26,8421,81870,C,68.9
984843,29,21,18419,5065,O,62.3
984846,49,32,11800,30687,C,434.6
984860,12,26,9802,57642,O,46.5
984890,36,40,2021,16,O,45.5
984908,50,40,785,16,O,16.2
